"","DATE","unemp_rate","prix_VA","deflat_prix_conso","capacite_prod","deflat_import","SMPT","log_unemp_rate","log_capacite_prod","taux_prix_VA","taux_deflat_prix_conso","taux_deflat_import","taux_SMPT"
"30","1977-04-01",7.16021108082725,0.398,31.698,83.8213,45.953,11947.5282577628,1.96853946110048,4.42868715180161,5.2910052910053,6.7812026275897,9.47185363413299,6.56361289008867
"31","1977-07-01",6.97155581508878,0.401,32.174,84.0605,46.568,12117.1659831383,1.94183841580159,4.43153677769157,4.9738219895288,6.75913329130304,8.99473376243416,6.32502413283405
"32","1977-10-01",6.70074044915778,0.411,32.631,83.881,47.043,12340.4706339175,1.90221803509028,4.42939912775569,5.65552699228791,6.58848892663486,8.9740322916908,6.42776982196172
"33","1978-01-01",6.38705604749226,0.417,33.165,82.9338,47.823,12515.7253668599,1.85427344978633,4.41804269919073,5.83756345177664,6.41745547890262,6.97939735588216,6.7384967205786
"34","1978-04-01",6.02890621754051,0.424,33.846,85.5431,48.975,12780.6533369797,1.79656560415996,4.44902034249749,6.53266331658291,6.77645277304562,6.57628446456162,6.97320032430639
"35","1978-07-01",6.09943058535778,0.431,34.441,85.5629,49.784,13015.1882519786,1.80819542015954,4.44925177798296,7.48129675810474,7.04606203767018,6.90602989177118,7.41115760970792
"36","1978-10-01",5.97679318792929,0.439,35.092,86.3625,50.651,13294.1460580036,1.78788416792664,4.45855355381491,6.81265206812653,7.54190800159358,7.66957889590376,7.7280312264993
"37","1979-01-01",5.91990645712792,0.446,35.755,86.0731,52.624,13562.0104585138,1.77832064761025,4.45519693520809,6.95443645083933,7.80943766018394,10.0391025238902,8.35976390489033
"38","1979-04-01",5.77938515363411,0.457,36.733,85.2105,55.364,13750.2803419057,1.7542973022223,4.44512466567853,7.78301886792454,8.52981149914318,13.0454313425217,7.58667792139021
"39","1979-07-01",5.96055183251864,0.466,37.646,84.3428,59.508,14060.3373159457,1.78516306613989,4.43488944672395,8.12064965197217,9.30576928660607,19.5323798810863,8.03022625360981
"40","1979-10-01",6.05586040413511,0.475,38.558,84.1179,63.48,14362.9060156187,1.80102646503313,4.43221938618622,8.2004555808656,9.87689501880771,25.328226491086,8.03932763301958
"41","1980-01-01",6.37344951146456,0.487,39.716,83.958,68.83,14674.2519537768,1.85214084757528,4.43031667380163,9.19282511210762,11.0781708851909,30.7958346001824,8.20115497378027
"42","1980-04-01",7.41427310002408,0.499,40.689,79.938,71.364,14967.1555440911,2.00340693976958,4.38125133420613,9.19037199124726,10.7696077096888,28.8996459793368,8.84982103584293
"43","1980-07-01",7.79854197909338,0.512,41.641,78.1572,73.376,15294.745180491,2.05393679046549,4.35872218314196,9.87124463519313,10.6120172129841,23.3044296565168,8.77936166684514
"44","1980-10-01",7.58490604987506,0.524,42.673,80.6554,74.63,15747.6192225733,2.02616022641858,4.39018575831241,10.3157894736842,10.6722340370351,17.5645872715816,9.64089861375426
"45","1981-01-01",7.52027661564064,0.536,43.781,80.29,76.485,16107.62105448,2.01760292128,4.38564508019659,10.0616016427105,10.2351697049048,11.1216039517652,9.76791938163681
"46","1981-04-01",7.51454642817002,0.547,44.515,79.9366,76.907,16382.9145215256,2.01684066585054,4.38123382047975,9.61923847695392,9.40303276069701,7.76722156829772,9.4591051269822
"47","1981-07-01",7.55374831425977,0.557,45.248,80.0732,74.883,16718.8204323431,2.0220439055276,4.38294121631656,8.7890625,8.66213587569944,2.05380505887482,9.31087922712539
"48","1981-10-01",8.44858892709331,0.568,45.94,77.7126,75.041,17011.5159848745,2.13399943654802,4.3530174063889,8.39694656488548,7.65589482811144,0.550716869891477,8.0259545550194
"49","1982-01-01",8.9790020031457,0.576,46.521,75.6351,74.836,17316.9073729019,2.19488874063094,4.32592046115251,7.46268656716416,6.25842260341245,-2.15597829639799,7.50754139504421
"50","1982-04-01",9.62906092539612,0.583,46.967,74.2906,73.535,17566.9401233517,2.2647857055199,4.30798442958823,6.58135283363801,5.50825564416488,-4.38451636392005,7.2271975799566
"51","1982-07-01",10.1022283258234,0.59,47.707,72.928,72.664,17866.1080998407,2.31275602583196,4.28947265306327,5.92459605026929,5.43449434229137,-2.96328939812773,6.86225246655661
"52","1982-10-01",10.918782694313,0.591,48.232,71.3698,72.106,18062.7101597214,2.39048448922321,4.26787481068117,4.0492957746479,4.98911623857206,-3.91119521328341,6.17930921489611
"53","1983-01-01",10.5657827882963,0.592,48.629,72.0691,70.583,18229.9688760548,2.35762074092115,4.27762538099935,2.77777777777779,4.53128694568043,-5.68309369822011,5.27265916188724
"54","1983-04-01",10.3085366867657,0.595,49.073,73.6179,70.582,18451.6018719172,2.33297235650712,4.29888820268666,2.05831903945111,4.48399940383675,-4.01577480111512,5.03594674060237
"55","1983-07-01",9.4786938302073,0.599,49.718,76.0642,70.719,18668.036480963,2.24904652515047,4.33157772053907,1.52542372881357,4.2153143144612,-2.67670373224707,4.48854544392614
"56","1983-10-01",8.73715086448623,0.603,50.048,77.904,70.277,18955.3850340136,2.16758414847674,4.35547729944035,2.03045685279188,3.76513517996351,-2.536543422184,4.94208713088258
"57","1984-01-01",7.98090765491542,0.61,50.592,79.9375,70.5,19165.101214285,2.07705214621115,4.38124507933906,3.04054054054055,4.03668592814987,-0.117592054744053,5.12964308709529
"58","1984-04-01",7.61676806886273,0.613,51.083,80.7835,70.896,19422.9040723309,2.03035214178209,4.39177273675298,3.02521008403362,4.09593870356408,0.444872630415705,5.26405353397539
"59","1984-07-01",7.54684809254426,0.617,51.478,80.8455,69.632,19641.7863342276,2.02113000490939,4.39253992584703,3.00500834724542,3.53996540488355,-1.53706924588864,5.216134295953
"60","1984-10-01",7.41282287404145,0.619,51.796,80.3294,68.767,19815.8300836235,2.00321132142466,4.38613568096823,2.65339966832505,3.49264705882353,-2.14864038020975,4.53931718119129
"61","1985-01-01",7.38000514422269,0.622,52.406,79.9932,67.1,20007.2519044447,1.99877433566128,4.38194163106118,1.9672131147541,3.58554712207464,-4.822695035461,4.39418858655454
"62","1985-04-01",7.39704071290076,0.625,52.831,79.4557,67.381,20187.4445270708,2.00108001656527,4.37519963364404,1.95758564437194,3.42188203511933,-4.95796659896186,3.93628291574086
"63","1985-07-01",7.2998616717208,0.626,53.245,78.7803,67.323,20414.2225916677,1.98785539889547,4.36666296560862,1.45867098865478,3.43253428649131,-3.31600413602943,3.93261714742377
"64","1985-10-01",7.17960762852769,0.629,53.618,78.7732,68.652,20695.3722674704,1.97124473372952,4.36657283749335,1.61550888529887,3.51764615028187,-0.167231375514409,4.43858359773561
"65","1986-01-01",7.11429879787346,0.631,53.999,78.8945,68.806,20878.0424467055,1.96210667403212,4.36811151693032,1.44694533762058,3.03972827538832,2.54247391952311,4.35237456108299
"66","1986-04-01",7.29500320209751,0.633,53.943,78.1641,66.685,20991.2880977669,1.98718962091879,4.35881046285822,1.27999999999999,2.10482481876171,-1.03293213220343,3.98189859849858
"67","1986-07-01",7.07766072585205,0.636,54.228,78.2376,67.143,21185.6519339788,1.95694344715646,4.35975035040945,1.59744408945688,1.84618274016339,-0.267367764359872,3.77888180089685
"68","1986-10-01",6.953630397572,0.637,54.555,78.8437,67.96,21458.2173072194,1.93926388255742,4.36746741167545,1.27186009538951,1.7475474654034,-1.00798228747889,3.68606580200539
"69","1987-01-01",6.72585264376847,0.642,55.068,79.5186,69.682,21726.563196713,1.90595870462856,4.37599095655953,1.74326465927099,1.97966629011648,1.27314478388514,4.06417772247298
"70","1987-04-01",6.39804843662266,0.644,55.598,80.4842,71.489,21924.2151628666,1.85599301208677,4.38806089186847,1.73775671406002,3.06805331553677,7.20401889480393,4.44435358494728
"71","1987-07-01",6.09561208501467,0.646,56.123,81.5346,72.214,22167.4085788477,1.80756918201161,4.40102747003256,1.57232704402517,3.49450468392711,7.55253712226145,4.63406388403025
"72","1987-10-01",5.95740787728533,0.65,56.607,83.0985,73.346,22552.7757269378,1.78463546655359,4.42002665115697,2.04081632653061,3.7613417651911,7.9252501471454,5.10088235218957
"73","1988-01-01",5.80478293323372,0.653,57.054,83.6204,74.406,22718.5555726246,1.75868222138159,4.42628750946158,1.71339563862929,3.6064502070168,6.77936913406618,4.56580438852707
"74","1988-04-01",5.57539381317879,0.658,57.684,84.2062,75.743,23060.7548727064,1.71836295398657,4.43326855274169,2.17391304347827,3.7519335227886,5.95056582131515,5.18394707129488
"75","1988-07-01",5.56221868549843,0.666,58.395,84.4128,74.911,23290.3538994505,1.71599707281994,4.43571904887066,3.09597523219816,4.04825116262495,3.73473287728141,5.06574919034208
"76","1988-10-01",5.42676871975035,0.669,58.987,84.8304,75.519,23533.101306791,1.69134387758026,4.44065396912151,2.92307692307692,4.20442701432686,2.96267008425817,4.3468067599425
"77","1989-01-01",5.27631133460223,0.674,59.665,84.9236,76.72,23656.7507425305,1.66322724270509,4.44175202877682,3.21592649310873,4.576366249518,3.10996425019487,4.12964269188112
"78","1989-04-01",5.3258575222064,0.681,60.47,84.1548,77.561,23755.5285097813,1.67257373566448,4.43265796000826,3.49544072948329,4.82976215241662,2.40022180267485,3.01279659278293
"79","1989-07-01",5.34451404137573,0.685,60.828,83.0861,76.236,23961.0578078494,1.67607062198554,4.41987741951911,2.85285285285286,4.16645260724378,1.76876560184753,2.87974975088194
"80","1989-10-01",5.44120567374891,0.688,61.308,82.8241,76.64,24249.9631974091,1.69400066751513,4.41671908184259,2.84005979073243,3.93476528726668,1.48439465564956,3.04618537638826
"81","1990-01-01",5.39721128816863,0.696,62.198,82.8396,77.838,24531.9485314276,1.68588239205838,4.4169062079305,3.2640949554896,4.24536998240175,1.45724713242961,3.69956888172187
"82","1990-04-01",5.44893477505247,0.703,62.764,82.9003,76.475,24945.2639951909,1.69542013545269,4.41763868095255,3.23054331864903,3.79361666942286,-1.40018823893453,5.00824675367542
"83","1990-07-01",5.74685510536038,0.708,63.562,82.7931,78.702,25255.2909489965,1.74865276698581,4.41634472458547,3.35766423357662,4.49464062602747,3.23469227136786,5.4014023567984
"84","1990-10-01",6.18670777104506,0.709,64.402,81.1803,83.075,25375.2345559227,1.82240308269455,4.39667260689542,3.05232558139534,5.04664970313826,8.3963987473904,4.64030130418438
"85","1991-01-01",6.70425082676708,0.717,64.74,79.3866,80.532,25478.3385371503,1.90274177697377,4.37432958826748,3.01724137931034,4.08694813338049,3.46103445617822,3.85778571363882
"86","1991-04-01",6.94318000808138,0.722,65.092,79.6182,78.31,25851.7081247095,1.93775988399149,4.37724270993154,2.7027027027027,3.70913262379708,2.39947695325271,3.63373235774669
"87","1991-07-01",6.92417418717524,0.726,65.533,80.5069,77.128,26110.3625922483,1.93501879401302,4.38834289503697,2.54237288135593,3.10090934835279,-1.99994917537039,3.38571289865031
"88","1991-10-01",7.21588363623938,0.728,66.008,80.3812,77.476,26382.6654481339,1.97628465683199,4.38678031799645,2.67983074753173,2.49371137542311,-6.7396930484502,3.97013430552131
"89","1992-01-01",7.51492250738366,0.728,66.421,79.8685,77.827,26884.1791136613,2.01689071142638,4.3803815322346,1.53417015341701,2.59654000617857,-3.35891322704018,5.51778749018943
"90","1992-04-01",7.67539761141906,0.732,66.862,80.7952,78.125,27175.2316015256,2.03802009817946,4.39191755782185,1.38504155124655,2.71922816936028,-0.236240582301117,5.11967515040557
"91","1992-07-01",7.71787831478425,0.735,67.288,80.8903,79.119,27334.8353266377,2.04353949657292,4.39309391576325,1.23966942148761,2.67804007141439,2.5814230888912,4.68960448198812
"92","1992-10-01",7.5598866633619,0.739,67.757,81.2344,78.487,27636.9233865803,2.02285619846027,4.39733880277549,1.51098901098901,2.64967882680889,1.30492023336259,4.7540986368954
"93","1993-01-01",7.25078424034478,0.744,68.162,81.5631,78.026,27431.5742559849,1.98110963409855,4.40137695381179,2.19780219780219,2.62115897080744,0.255695324244787,2.03612369940445
"94","1993-04-01",7.18758156755201,0.747,68.62,81.3537,78.301,27741.2224490595,1.97235475458805,4.39880631511385,2.04918032786885,2.62929616224463,0.225279999999994,2.08274525800958
"95","1993-07-01",6.90621724705453,0.751,68.918,81.291,77.604,27811.22774633,1.93242205619884,4.39803530931893,2.17687074829933,2.42242301747713,-1.91483714404884,1.74280332769379
"96","1993-10-01",6.76283346963834,0.755,69.315,82.1205,77.283,28045.2339218704,1.91144195454844,4.40818768078295,2.16508795669825,2.29939342060599,-1.53401200198758,1.47740951327582
"97","1994-01-01",6.64533692781765,0.758,69.564,82.585,77.224,27931.5895788173,1.89391539484033,4.41382806597305,1.88172043010753,2.05686452862297,-1.02786250736933,1.82277297746918
"98","1994-04-01",6.25737242669386,0.76,69.952,83.4134,77.942,28295.8433920028,1.8337603568517,4.42380896792125,1.74029451137885,1.94112503643251,-0.458487120215589,1.99926641286889
"99","1994-07-01",6.06151164631127,0.764,70.454,83.6933,79.25,28356.8583884693,1.80195921556061,4.42715892650171,1.73102529960054,2.22873559882757,2.12102468944899,1.96190778456868
"100","1994-10-01",5.66916828221896,0.766,70.785,84.5482,79.56,28590.1833711279,1.73504241954067,4.43732178593997,1.45695364238412,2.12075308374811,2.9463141958775,1.9431089459822
"101","1995-01-01",5.52104116365304,0.768,71.132,84.5617,80.235,28775.0988989017,1.70856645910694,4.43748144542802,1.31926121372032,2.25403944569031,3.89904692841603,3.01991162265978
"102","1995-04-01",5.74599798203275,0.769,71.546,83.9309,81.402,28985.3388123071,1.7485036093619,4.42999384125897,1.18421052631579,2.2787053979872,4.43919837828131,2.43673747678141
"103","1995-07-01",5.71778440664558,0.771,71.838,83.7784,80.9,29235.0144096301,1.74358138886008,4.42817521769986,0.916230366492155,1.96440230505011,2.0820189274448,3.09680292905041
"104","1995-10-01",5.62648091587338,0.771,72.154,83.4308,80.175,29446.864263834,1.72748418737303,4.42401754574491,0.652741514360322,1.9340255703892,0.773001508295623,2.99641622295885
"105","1996-01-01",5.61215975800407,0.773,72.555,82.8774,80.002,29696.3162270255,1.72493562904887,4.41736240736273,0.651041666666674,2.00050610133273,-0.290396958933137,3.20143931167851
"106","1996-04-01",5.53759975556257,0.774,73.04,83.4869,79.589,30048.71475086,1.71156114975754,4.42468973332133,0.650195058517555,2.08816705336428,-2.22721800447164,3.66866830654888
"107","1996-07-01",5.33108264198569,0.772,73.352,83.4049,78.789,30341.0505124451,1.67355433987498,4.42370706063641,0.129701686121919,2.10751969709626,-2.60939431396786,3.78325827830144
"108","1996-10-01",5.35135738099165,0.773,73.852,83.3758,78.762,30633.1467131977,1.67735024480064,4.42335809939215,0.259403372243838,2.3532998863542,-1.76239476145931,4.02855271357558
"109","1997-01-01",5.29906587378644,0.777,74.178,83.7332,78.168,31036.169828068,1.66753055479521,4.42763555356798,0.517464424320835,2.23692371304527,-2.29244268893276,4.51185120335953
"110","1997-04-01",5.04340029074595,0.776,74.365,83.627,76.546,31298.9533409855,1.61808051546424,4.42636643445538,0.258397932816545,1.81407447973712,-3.82339267989295,4.16070570901774
"111","1997-07-01",4.91132444784508,0.778,74.561,84.1335,76.043,31663.6865888385,1.59154365041042,4.43240482297955,0.777202072538863,1.64821681753735,-3.48525809440403,4.3592296708741
"112","1997-10-01",4.7058381491773,0.778,74.795,84.6637,75.442,32135.2863999913,1.54880389727372,4.43868693836646,0.646830530401044,1.27687808048529,-4.21523069500521,4.90364147326239
"113","1998-01-01",4.72308891830168,0.778,74.801,83.9745,73.578,32599.839463242,1.5524630173939,4.43051318132761,0.128700128700121,0.839871660060942,-5.87196806877495,5.03821716351049
"114","1998-04-01",4.47234339248841,0.778,74.936,82.9315,72.676,32956.3549058995,1.49791252013388,4.41801496584325,0.257731958762886,0.767834330666317,-5.05578345047423,5.29538974309272
"115","1998-07-01",4.57477550299268,0.781,75.167,82.1367,71.726,33339.1611616308,1.52055762713938,4.40838493241092,0.385604113110549,0.812757339627956,-5.67705114211697,5.29147030334385
"116","1998-10-01",4.42513716700944,0.782,75.364,82.0671,71.674,33699.9274453156,1.48730127617368,4.40753720532825,0.514138817480725,0.760746039173754,-4.99456536146972,4.86891893804529
"117","1999-01-01",4.33972984216475,0.785,75.511,81.8978,71.429,34094.2588055171,1.46781209782567,4.40547212847137,0.899742930591252,0.949185171321232,-2.92070999483541,4.58413098616686
"118","1999-04-01",4.29088472589282,0.786,75.939,81.6933,72.323,34225.5403706139,1.45649294148933,4.40297199115923,1.02827763496145,1.33847549909254,-0.485717430788712,3.85110995538893
"119","1999-07-01",4.27369140782696,0.787,76.357,81.5265,73.203,34523.1083844581,1.45247795209722,4.40092812077015,0.768245838668369,1.583141538175,2.05922538549481,3.55122079133143
"120","1999-10-01",4.10428439644934,0.789,76.821,82.0986,74.215,35134.6933561564,1.41203140284796,4.40792096393784,0.895140664961636,1.93328379597686,3.54521862879147,4.25747477696798
"121","2000-01-01",4.08808324903103,0.793,77.446,82.0771,75.637,36204.1577242999,1.40807621693844,4.40765904941428,1.01910828025478,2.56254055700493,5.89116465301207,6.18842876396934
"122","2000-04-01",3.98452756797727,0.8,77.815,82.2414,75.713,36200.0257540638,1.38241875263642,4.40965882490826,1.78117048346056,2.47040387679585,4.68730555978043,5.76904078670231
"123","2000-07-01",4.05834876129691,0.803,78.318,81.3494,76.247,36827.4628987019,1.40077618184492,4.39875345810005,2.03303684879288,2.56819937923176,4.15829952324358,6.67481759922071
"124","2000-10-01",3.94945247960286,0.806,78.762,80.3346,76.419,36954.9137861655,1.37357695654662,4.38620041233309,2.15462610899873,2.52665286835632,2.96975005052886,5.1806925182402
"125","2001-01-01",4.29292022243888,0.815,79.348,78.5419,76.145,37511.5560198274,1.45696720589689,4.36363224035203,2.77427490542244,2.45590475944528,0.671628964660154,3.61118274172714
"126","2001-04-01",4.49045486292532,0.815,79.72,76.854,74.601,37475.3834610697,1.50195400239709,4.34190751807705,1.87499999999998,2.44811411681554,-1.46870418554277,3.52308508195649
"127","2001-07-01",4.86596199208484,0.814,79.76,75.1907,73.514,37395.6830717013,1.58226443341526,4.32002755309524,1.36986301369861,1.84121147118159,-3.5844033207864,1.54292511151892
"128","2001-10-01",5.59479869906653,0.813,79.793,73.893,71.771,37637.4619516334,1.72183736239752,4.30261810086958,0.868486352357301,1.30900688149109,-6.08225703031968,1.84697539660732
"129","2002-01-01",5.80550744692816,0.813,79.952,74.0686,71.52,37821.626030767,1.75880702682084,4.30499169080701,-0.245398773006134,0.761203811060129,-6.07393788167312,0.826598637432241
"130","2002-04-01",5.91565006459943,0.814,80.544,74.9989,73.098,38258.1919217433,1.77760139242285,4.31747344676209,-0.122699386503067,1.03361766181636,-2.01471830136325,2.08886044218026
"131","2002-07-01",5.77633981621161,0.818,80.961,75.381,73.727,38389.6031944609,1.75377023230657,4.32255525386933,0.491400491400484,1.5057673019057,0.289740729656951,2.65784721956763
"132","2002-10-01",5.93809780932692,0.822,81.338,75.3722,74.22,38500.4276068059,1.78138884796861,4.322438506762,1.10701107011071,1.93626007293872,3.41224171322678,2.29283700447565
"133","2003-01-01",5.95668249106112,0.823,81.96,75.9235,76.042,38545.1417997423,1.78451369708522,4.32972625439816,1.23001230012301,2.51150690414248,6.32270693512305,1.91296843870947
"134","2003-04-01",6.22843439583188,0.823,82.042,75.4311,74.846,39184.2628793523,1.82912500038846,4.32321965681635,1.10565110565111,1.85985299960272,2.39131029576733,2.42058213180401
"135","2003-07-01",6.15085855610636,0.827,82.582,75.9974,75.089,39698.9815511759,1.81659167469381,4.33069912917482,1.1002444987775,2.0021985894443,1.8473557855331,3.4107629351688
"136","2003-10-01",5.93582497114105,0.829,82.987,76.7714,75.54,40274.0705360701,1.7810060194366,4.34083217496375,0.851581508515808,2.02734269345202,1.77849636216654,4.60681358497625
"137","2004-01-01",5.77485919667302,0.834,83.627,77.3625,77.315,40290.1261916402,1.75351387458214,4.34850216706548,1.33657351154313,2.03391898487066,1.6740748533705,4.52711888041253
"138","2004-04-01",5.65294415935126,0.84,84.189,77.8423,78.24,40876.8289532992,1.73217649958869,4.35468498523156,2.06561360874848,2.61695229272811,4.53464446997833,4.31950469288724
"139","2004-07-01",5.48446802958249,0.843,84.603,78.2882,79.118,41624.7328722486,1.70192010262125,4.36039688921344,1.93470374848852,2.44726453706618,5.36563278243152,4.85088343787925
"140","2004-10-01",5.48398472153091,0.851,85.326,79.3292,81.069,41774.0722481851,1.70183197568796,4.37360628280573,2.65379975874549,2.81851374311639,7.31930103256553,3.72448499034028
"141","2005-01-01",5.33729344513707,0.858,85.822,80.277,81.768,41918.4583995469,1.67471867900257,4.38548315402212,2.87769784172662,2.62475037966208,5.75955506693397,4.04151677302169
"142","2005-04-01",5.1775954046177,0.866,86.364,80.4635,82.628,42162.5900535958,1.64434074089093,4.38780366545126,3.09523809523811,2.58347290026015,5.60838445807772,3.14545216255775
"143","2005-07-01",5.03139659742563,0.877,87.297,79.8134,84.268,42678.503074177,1.61569759913677,4.37969141015831,4.0332147093713,3.18428424523953,6.50926464268562,2.53159631117044
"144","2005-10-01",5.02353032383388,0.881,87.993,80.1968,85.702,43094.074313792,1.61413293829773,4.38448361382706,3.52526439482961,3.12565923634063,5.71488485117615,3.15985967986199
"145","2006-01-01",4.79301196985095,0.886,88.452,80.6335,85.893,43992.0925903641,1.56715901753531,4.38991419591556,3.26340326340326,3.06448230057561,5.0447607866158,4.94682836628275
"146","2006-04-01",4.7466044870731,0.893,89.229,80.7421,86.937,44126.7888857902,1.55742951759644,4.39126012449949,3.11778290993072,3.31735445324439,5.21493924577625,4.65862943831856
"147","2006-07-01",4.70569387327647,0.899,89.871,80.5803,87.792,44349.1051244094,1.54877323788682,4.38925420276446,2.50855188141392,2.94855493315922,4.18189585607822,3.91438764224887
"148","2006-10-01",4.51459425378094,0.901,89.723,80.2018,86.776,45099.2012919418,1.50731531655852,4.38454595851088,2.27014755959138,1.96606548248157,1.25317962241254,4.65290648442609
"149","2007-01-01",4.57587856062057,0.907,90.542,80.4189,87.343,46099.7146511381,1.52079871539942,4.38724922318608,2.37020316027088,2.36286347397459,1.68814688042098,4.79091113123276
"150","2007-04-01",4.56499792432486,0.912,91.31,80.8666,88.805,46172.53276122,1.51841805935348,4.39280088343919,2.12765957446808,2.33220141433839,2.14868237919414,4.63605879123594
"151","2007-07-01",4.72143598007304,0.918,91.827,80.6709,90.029,46342.5780155887,1.55211298639429,4.39037791545043,2.11345939933258,2.17645291584605,2.54806816110806,4.49495629187371
"152","2007-10-01",4.86378974293294,0.921,92.762,80.8642,93.362,46816.3504881284,1.58181791653648,4.39277120449121,2.21975582685905,3.38709138125119,7.58965612611782,3.80749358524313
